logged_at,offer_id,trace_id,item_name,mcat_name,price,specs_category_outlier_status,specs_category_outlier_reason,title_category_outlier_status,title_category_outlier_reason,photo_category_outlier_status,photo_category_outlier_reason,photo_title_verdict,photo_title_verdict_reason,title_spec_verdict,title_spec_verdict_reason,price_flag_verdict,price_flag_reason,retail_classification,retail_classi_score,retail_confidence,retail_override_applied,retail_reason,retail_error,price_agent_result,price_agent_score,price_agent_confidence,price_value_by_ai,price_agent_reason,price_error,buyer_profile_genuineness,buyer_profile_score,buyer_profile_confidence,buyer_profile_reason,buyer_profile_error
2026-05-11 16:11:19,143959173567,143959173567_20260511_161107,PET Jars,PET Jars,0,not_outlier,"Product specifications mentioning 'PET Jars', 'Pickle', 'Essential Oil Bottle', and 'Cosmetic Bottle' are fully aligned with the category name 'PET Jars'.",not_outlier,The product title 'PET Jars' is consistent with the category name 'PET Jars'.,not_outlier,Primary object 'PET Jar' directly matches the category name 'PET Jars'.,not_outlier,,not_outlier,Product title 'PET Jars' aligns with the specifications describing a quantity of 100 pieces of PET jars for various uses.,outlier,Price Absurd,RETAIL,0.6,Medium,No,"PET Jars are neutral category. Quantity of 100 is within retail stocking norms. Marketplace signals are mixed, NI signals lean retail. Confidence capped due to mixed signals.",,Unverifiable,,None,,Price agent failed; see price_error.,"Price LLM output parse failed: Extra data: line 1 column 49 (char 48). Raw: '**STEP 1 — NORMALIZE QTY & UNIT**\n\n*   **Qty:** 100 Piece\n*   **Normalized Qty:** 100 PIECE\n\n**STEP 2 — FILTER RELEVANT BL_CARD ITEMS**\n\n*   **Item 1:** ""500 Gram Pet Jar"" @ ₹ 22 / Piece\n    *   MCAT Match: Yes (PET Jars)\n    *   Unit Match: Yes (PIECE vs Piece)\n    *   Price Valid: Yes\n    *   **Retained:** Yes\n*   **Item 2:** ""Frosted Essential Oil Bottle"" @ ₹ 25.50 / Unit\n    *   MCAT Match: No (Essential Oil Bottle is different from PET Jars)\n    *   Unit Match: Yes (PIECE vs Unit, assuming '",Genuine,0.85,Medium,1 of 2 enquiries ('500 Gram Pet Jar') is in the same category. 'Frosted Essential Oil Bottle' is adjacent as both are packaging.,
2026-05-11 16:11:31,143908196934,143908196934_20260511_161119,PET Jars,PET Jars,0,not_outlier,"Product specifications are not provided, so category alignment cannot be verified.",not_outlier,Product title 'PET Jars' aligns with the category name 'PET Jars'.,not_outlier,Primary object 'PET Jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,"Product specifications are not provided, so alignment with the product title cannot be verified.",outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,₹ 0 - ₹ 0,"No reference price data for category/unit, cannot verify.",,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:11:43,143987826275,143987826275_20260511_161131,PET Jar,PET Jars,0,not_outlier,"The product specifications, including capacity and shape, are consistent with the category 'PET Jars'.",not_outlier,The product title 'PET Jar' is consistent with the category name 'PET Jars'.,not_outlier,The primary object 'PET Jar' directly matches the category name 'PET Jars'.,not_outlier,,not_outlier,The product title 'PET Jar' is consistent with the provided specifications like 'Capacity: 2 L' and 'Shape: Square'.,outlier,Price Absurd,NON-RETAIL,0.6,Medium,No,"PET Jars can be retail, but quantity (200) and wholesaler share (61%) lean Non-Retail.",,Correct,0.6,High,"₹ 2,016.00 - ₹ 2,764.80","AI range overlaps buyer range with moderate deviation, BL data was usable.",,Genuine,0.85,High,"4 of 5 enquiries are directly PET Jars (e.g., '73mm Nilons PET Jar', 'Pet Jars', 'Round Pet Jar 2 Liter'). 'Carton Box' is adjacent to packaging.",
2026-05-11 16:11:54,143971950067,143971950067_20260511_161143,Phenyl PET Bottle,Phenyl Bottles,0,not_outlier,"The product specifications 'Capacity: 1 Litre, Material: Pet' are consistent with the category 'Phenyl Bottles'.",not_outlier,The product title 'Phenyl PET Bottle' fits within the category 'Phenyl Bottles'.,not_outlier,The primary object 'phenyl bottle' aligns with the category name 'Phenyl Bottles'.,not_outlier,,not_outlier,The product title 'Phenyl PET Bottle' is consistent with the product specifications 'Capacity: 1 Litre' and 'Material: Pet'.,outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,₹ 0.0 - ₹ 0.0,No reference price data (Median/Q3 are zero) for this category-unit.,,Genuine,1.0,Medium,"All 3 prior enquiries ('Phenyl Concentrate And Bottles', 'Phenyl Pet Bottle', 'Sunny Finayal Bottle') are in the same category as the current BuyLead ('Phenyl Bottles').",
2026-05-11 16:12:06,143978078185,143978078185_20260511_161154,1000 Ml PET Transparent Round Jar,PET Jars,0,not_outlier,"Product specifications 'Capacity: 1000 Ml, Shape: Round' are consistent with the category 'PET Jars'.",not_outlier,Product title '1000 Ml PET Transparent Round Jar' is consistent with the category name 'PET Jars'.,not_outlier,Primary object '1000 ml PET transparent round jar' directly corresponds to the category name 'PET Jars'.,not_outlier,,not_outlier,"Product title '1000 Ml PET Transparent Round Jar' is consistent with product specifications 'Capacity: 1000 Ml, Shape: Round'.",outlier,Price Absurd,NON-RETAIL,0.6,Medium,No,"PET Jars are neutral category, quantity 1000 is high for retail. Wholesaler purchases (412) dominate retailer (132).",,Unverifiable,0.0,Low,₹ 0.00 - ₹ 0.00,No reference price data for this category-unit; cannot verify.,,Genuine,0.8,High,"4 out of 5 enquiries are related to PET Jars or similar packaging jars, with one unrelated enquiry for 'Fried Potato Chips'.",
2026-05-11 16:12:18,143950908546,143950908546_20260511_161206,200 Ml Plastic PET Jar,PET Jars,0,not_outlier,"The product specifications, detailing capacity and shape of a jar, are consistent with the category 'PET Jars'.",not_outlier,The product title '200 Ml Plastic PET Jar' clearly matches the category name 'PET Jars'.,not_outlier,The primary object 'plastic jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title '200 Ml Plastic PET Jar' aligns with the specifications detailing quantity, capacity (200ml), shape, and neck size.",outlier,Price Absurd,RETAIL,0.6,Medium,No,"Category is neutral, but quantity and retailer share suggest retail. Evidence match is exact.",,Correct,0.8,High,₹ 500.0 - ₹ 750.0,Order value falls within AI range and shows partial overlap with slight deviation.,,Genuine,0.85,Medium,"Two of three enquiries (200 Ml Plastic Pet Jar, 200ml Pickle Plastic Container) are directly related or adjacent. Glass Spice Jars is adjacent.",
2026-05-11 16:12:29,143962884563,143962884563_20260511_161218,100gm Shampoo Bar Soap,Bath Soaps,0,not_outlier,"The product specifications, including 'Soap Type: Glycerine Soap', are consistent with the 'Bath Soaps' category.",not_outlier,The product title '100gm Shampoo Bar Soap' aligns with the 'Bath Soaps' category.,not_outlier,The primary object 'shampoo bar' belongs to the 'Bath Soaps' category.,not_outlier,,not_outlier,The product title '100gm Shampoo Bar Soap' aligns with product specifications detailing quantity and soap type.,outlier,Price Absurd,RETAIL,0.8,High,No,Bath soaps are retail-oriented; quantity is appropriate for retail stocking; signals align with retail.,,Unverifiable,0.0,Low,₹ 0.0 - ₹ 0.0,Reference price data (Median/Q3) missing for this category-unit.,,Genuine,1.0,Low,1 enquiring was SAME CATEGORY (Shampoo Bar Soap). The small enquiry count limits confidence.,
2026-05-11 16:12:55,143998933975,143998933975_20260511_161229,PET Jar,PET Jars,0,not_outlier,"The product specifications (capacity, usage for cookies) are consistent with the category name 'PET Jars'.",not_outlier,The product title 'PET Jar' directly corresponds to the category name 'PET Jars'.,not_outlier,The primary object 'Plastic Jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title 'PET Jar' is consistent with the product specifications detailing quantity, capacity, shape, and usage.",outlier,Price Absurd,RETAIL,0.8,Medium,No,"Category is retail-oriented (packaging), low quantity, and strong retailer purchase signals.",,Correct,0.6,Medium,₹ 48.0 - ₹ 72.0,"Buyer range overlaps AI range, with low deviation.",,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:13:07,143954257546,143954257546_20260511_161255,PET Jars,PET Jars,0,not_outlier,"The product specifications (e.g., quantity, capacity, material: Plastic) are consistent with products found in the 'PET Jars' category.",not_outlier,The product title 'PET Jars' exactly matches the category name 'PET Jars'.,not_outlier,The primary object 'PET Jar with white lid' directly corresponds to the category 'PET Jars'.,not_outlier,,not_outlier,"The product title 'PET Jars' is consistent with the specifications, which describe quantity, capacity, shape, usage, material, and color of PET jars.",outlier,Price Absurd,NON-RETAIL,0.8,High,No,"PET Jars (packaging) quantity 1000 exceeds norms for retail, and wholesaler share is high.",,Correct,0.8,Medium,₹ 9600.0 - ₹ 14400.0,Buyer range falls within AI range with moderate deviation.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:13:18,143967519863,143967519863_20260511_161307,Ghar Shop Magic Shop,Bath Soaps,0,outlier,"Product specifications (quantity, brand, weight) are inconsistent with the 'Bath Soaps' category.",outlier,Product title 'Ghar Shop Magic Shop' does not align with the 'Bath Soaps' category.,outlier,Primary object 'Ghar Shop Magic Shop' does not belong to the 'Bath Soaps' category.,not_outlier,Primary object and product title match exactly.,not_outlier,"Product title 'Ghar Shop Magic Shop' is inconsistent with product specifications like quantity, brand, and weight.",outlier,Price Absurd,RETAIL,0.6,Medium,No,"Category is retail-oriented; quantity supports RETAIL. Marketplace signals lean RETAIL, but NI signals are mixed.",,Correct,0.8,High,"₹ 14,400.0 - ₹ 21,600.0","Order value range overlaps AI range, slight deviation, high confidence.",,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:13:30,143974303213,143974303213_20260511_161318,Apricot Bar Soap,Bath Soaps,0,not_outlier,Product specifications like brand 'Mysore Sandal' and weight are consistent with the category 'Bath Soaps'.,not_outlier,The product title 'Apricot Bar Soap' corresponds to the category 'Bath Soaps'.,not_outlier,The primary object 'bar soap' is directly consistent with the category name 'Bath Soaps'.,not_outlier,,not_outlier,The product title 'Apricot Bar Soap' aligns with specifications including brand 'Mysore Sandal' and weight.,outlier,Price Absurd,RETAIL,0.8,High,No,Category is personal care (retail-oriented). Quantity and market signals strongly support retail.,,Correct,0.6,Medium,₹ 240000.00 - ₹ 360000.00,"Buyer order value overlaps AI range, deviation within 25%.",,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:13:42,143979719885,143979719885_20260511_161330,PET Jars,PET Jars,0,not_outlier,The product specifications are relevant to items within the 'PET Jars' category.,not_outlier,The product title 'PET Jars' directly corresponds to the category name 'PET Jars'.,not_outlier,The primary object 'PET Jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,The product title 'PET Jars' is consistent with the product specifications describing jar attributes.,outlier,Price Absurd,NON-RETAIL,0.6,Medium,No,Category is neutral (packaging). Large quantity (5000) and higher wholesaler purchase share (412/544) lean towards non-retail.,,Unverifiable,0.0,Low,₹ 0.0 - ₹ 0.0,No reference price data available for this category and unit.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:13:53,143992536134,143992536134_20260511_161342,PET Jars,PET Jars,0,not_outlier,"Product specifications are not provided, so alignment cannot be verified.",not_outlier,The product title 'PET Jars' aligns with the category name 'PET Jars'.,not_outlier,The primary object 'PET Jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,"Product specifications are not provided, so alignment cannot be verified.",outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,,No reference price data (median/q3) found for this category. Cannot audit.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:14:05,143892981175,143892981175_20260511_161353,Phenyl Bottle,Phenyl Bottles,0,not_outlier,"The product specifications describe a bottle, aligning with the category name 'Phenyl Bottles'.",not_outlier,The product title 'Phenyl Bottle' is consistent with the category name 'Phenyl Bottles'.,not_outlier,The primary object 'phenyl bottle' directly matches the category name 'Phenyl Bottles'.,not_outlier,,not_outlier,The product title 'Phenyl Bottle' is consistent with the provided product specifications.,outlier,Price Absurd,NON-RETAIL,0.8,High,No,Large quantity (25000 bottles) of Phenyl Bottles is too high for typical retail stocking; wholesale distribution is implied.,,Unverifiable,0.0,Low,₹ 0.0 - ₹ 0.0,No reference price data available for this category and unit combination.,,Suspicious,0.2,Medium,Only 1 out of 5 enquiries (Phenyl Bottle) is related to the current BuyLead (Phenyl Bottles). The rest are detergents and powder.,
2026-05-11 16:14:16,143968397346,143968397346_20260511_161405,Bath Soaps,Bath Soaps,0,not_outlier,Product specifications are consistent with the category name 'Bath Soaps'.,not_outlier,Product title 'Bath Soaps' directly matches the category name 'Bath Soaps'.,not_outlier,Primary object 'bath soap' is consistent with category name 'Bath Soaps'.,not_outlier,,not_outlier,Product title 'Bath Soaps' is consistent with product specifications.,outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,,No reference price data available for Bath Soaps.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:14:28,143959646467,143959646467_20260511_161416,Transparent Plastic PET Jar 250g,PET Jars,0,not_outlier,"The product specifications, including 'Capacity: 250 g' and 'Shape: Round', are consistent with the 'PET Jars' category.",not_outlier,The product title 'Transparent Plastic PET Jar 250g' accurately represents products within the 'PET Jars' category.,not_outlier,The primary object 'PET jar' falls under the 'PET Jars' category.,not_outlier,,not_outlier,The product title 'Transparent Plastic PET Jar 250g' is consistent with product specifications mentioning 'Capacity: 250 g'.,outlier,Price Absurd,RETAIL,0.8,High,No,"Category is neutral, quantity is normal for retail stocking, and marketplace signals lean Retail.",,Correct,0.8,Medium,₹ 12.60 - ₹ 19.00,"AI range aligns with buyer order value, moderate deviation, BL data was weak.",,Genuine,1.0,Low,1 out of 1 enquired product ('Transparent Plastic Pet Jar 250ML') is the same category as the current BuyLead ('PET Jars').,
2026-05-11 16:14:40,143990474752,143990474752_20260511_161428,100g Zyndet Bar Bathing Soap,Bath Soaps,0,not_outlier,"The product specifications, including '100 g' and 'Zyndet bar', are consistent with the 'Bath Soaps' category.",not_outlier,The product title '100g Zyndet Bar Bathing Soap' clearly indicates it belongs to the 'Bath Soaps' category.,not_outlier,The primary object 'Bar of soap' is consistent with the category name 'Bath Soaps'.,not_outlier,,not_outlier,The product title '100g Zyndet Bar Bathing Soap' directly corresponds to the specifications mentioning '100 g' and 'Zyndet bar'.,outlier,Price Absurd,RETAIL,0.8,High,No,Category (Bath Soaps) is retail-oriented. Quantity (10 pieces) is typical for retail stocking. Retailer purchases (75%) and NI (26.0) signal retail intent.,,Not-Correct,0.2,Medium,₹ 42.0 - ₹ 73.5,"No overlap and high deviation. BL data was weak, AI range based on Median Price.",,Genuine,1.0,Low,The sole prior enquiry for '100g Zyndet Bar Bathing Soap' is in the same category as the current BuyLead 'Bath Soaps'.,
2026-05-11 16:14:51,143949084134,143949084134_20260511_161440,500g Yellow Cap PET Hexagon Jar,PET Jars,0,not_outlier,The product specifications align with the category 'PET Jars'.,not_outlier,The product title '500g Yellow Cap PET Hexagon Jar' falls under the category 'PET Jars'.,not_outlier,The primary object 'Jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title '500g Yellow Cap PET Hexagon Jar' is consistent with specifications describing quantity, capacity, shape, and usage.",outlier,Price Absurd,NON-RETAIL,0.6,Medium,No,PET Jars can be used for packaging or B2B resale. Wholesaler purchases (150) > retailer (94). NI signals neutral. Qty 125 is moderate.,,Correct,0.8,High,₹ 12.22 - ₹ 16.55,"AI range has partial overlap with buyer range, deviation within acceptable limits.",,Genuine,1.0,High,"All 5 prior enquiries are for PET jars or bottles, directly aligning with the current BuyLead for a PET Jar.",
2026-05-11 16:15:03,143966346875,143966346875_20260511_161451,Plastic Jar,PET Jars,0,not_outlier,"The product specifications for capacities (500 ml, 1 litre, 2 litre) and usage (Water) are consistent with the category 'PET Jars'.",not_outlier,The product title 'Plastic Jar' is a direct match for the category 'PET Jars'.,not_outlier,The primary object 'Plastic bottle' aligns with the category 'PET Jars' as both refer to containers for liquids.,not_outlier,,not_outlier,"The product title 'Plastic Jar' is consistent with specifications that describe various capacities (500 ml, 1 litre, 2 litre) and usage for water.",outlier,Price Absurd,NON-RETAIL,0.8,High,Yes — Unit=PIECE and qty ≥ 200,"Hard override applied: Unit is 'PIECE' and quantity (10000) is >= 200, indicating bulk purchase for distribution or use.",,Correct,0.8,Medium,₹ 96000.0 - ₹ 144000.0,"Buyer range has overlap with AI range, within acceptable deviation.",,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:15:14,143964751695,143964751695_20260511_161503,PET Plastic Jars,PET Jars,0,not_outlier,The product specifications for PET jars are consistent with the 'PET Jars' category.,not_outlier,The product title 'PET Plastic Jars' directly matches the category name 'PET Jars'.,not_outlier,"The primary object, a PET plastic jar, aligns with the category name 'PET Jars'.",not_outlier,,not_outlier,"The product title 'PET Plastic Jars' is consistent with the specifications detailing quantity, capacity, shape, and usage of such jars.",outlier,Price Absurd,RETAIL,0.8,High,No,"Category (packaging/bottles) is neutral, but quantity (10) and strong retailer purchase signals (7/10 pur, 7.0 retailer NI) indicate retail intent for resale.",,Unverifiable,0.0,Low,₹ 0.0 - ₹ 0.0,No reference price data available from price_match for this category and unit.,,Genuine,1.0,Medium,"All 3 prior enquiries ('Pet Plastic Jars', 'Plastic Jars', 'Transparent Plastic Jar') are directly related to the 'PET Jars' BuyLead category.",
2026-05-11 16:15:26,143976142359,143976142359_20260511_161514,Plastic Phenyl Bottle,Phenyl Bottles,0,not_outlier,"The product specifications (Quantity, Capacity, Material) are consistent with the category name 'Phenyl Bottles'.",not_outlier,The product title 'Plastic Phenyl Bottle' is consistent with the category name 'Phenyl Bottles'.,not_outlier,The primary object 'plastic bottle' is consistent with the category name 'Phenyl Bottles'.,not_outlier,,not_outlier,"The product title 'Plastic Phenyl Bottle' aligns with the product specifications 'Quantity: 100 Bottle, Capacity: 1 Litre, Material: Plastic'.",outlier,Price Absurd,RETAIL,0.6,Medium,No,"Category is neutral but quantity and marketplace signals lean retail, with a strong retailer purchase share.",,Unverifiable,0.0,Low,₹ 0.0 - ₹ 0.0,No reference price data (Median/Q3) available for this category and unit.,,Genuine,1.0,Medium,"Both previously enquired products ('PET Phenyl Bottle', 'Black Phenyl Bottle') are directly related to the current BuyLead 'Plastic Phenyl Bottle'.",
2026-05-11 16:15:38,143987944863,143987944863_20260511_161526,Phenyl Bottles,Phenyl Bottles,0,not_outlier,The product specifications detailing glass bottles of 500ml capacity are consistent with the category 'Phenyl Bottles'.,not_outlier,The product title 'Phenyl Bottles' is consistent with the category name 'Phenyl Bottles'.,not_outlier,The primary object 'Phenyl bottles' directly matches the category name 'Phenyl Bottles'.,not_outlier,,not_outlier,"The product title 'Phenyl Bottles' is consistent with the specifications detailing quantity, capacity, and material.",outlier,Price Absurd,NON-RETAIL,0.8,High,No,Category (Phenyl Bottles) and quantity (20000) lean Non-Retail. Wholesaler purchases (57%) and NI signals confirm Non-Retail.,,Unverifiable,0.0,Low,₹ 0.0 - ₹ 0.0,No reference price data found for this category and unit.,,Genuine,1.0,Medium,"All 3 prior enquiries ('Fenyle Empty glass Bottle', 'Glass Bottle For Black Phenyl Reusable', '450ml Pharma Glass Bottle') are directly related to the 'Phenyl Bottles' BuyLead.",
2026-05-11 16:15:50,143979476463,143979476463_20260511_161538,Ghar Soap,Bath Soaps,0,not_outlier,"The product specifications, including 'Beauty Soap' and '100 G' pack size, are consistent with the category name 'Bath Soaps'.",not_outlier,The product title 'Ghar Soap' is consistent with the category name 'Bath Soaps'.,not_outlier,The primary object 'soap bar' is consistent with the category name 'Bath Soaps'.,not_outlier,,not_outlier,"The product title 'Ghar Soap' is consistent with the product specifications, which further detail the soap type and brand.",outlier,Price Absurd,RETAIL,0.6,Medium,No,"Bath soaps are retail-oriented. High quantity (5995 pcs) leans non-retail, but retailer purchases (314/762) are significant. NI signals are mixed.",,Correct,0.8,High,₹ 287760.0 - ₹ 431640.0,AI range has partial overlap with buyer range; deviation within acceptable limits for 'Correct'.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:16:02,143970731146,143970731146_20260511_161550,Phenyl Bottle,Phenyl Bottles,0,not_outlier,The product specifications 'Quantity: 400 Tonne' seem unusual for a 'Phenyl Bottles' category and may indicate an outlier product.,not_outlier,The product title 'Phenyl Bottle' matches the category name 'Phenyl Bottles'.,not_outlier,The primary object 'Phenyl bottle' aligns with the category name 'Phenyl Bottles'.,not_outlier,,not_outlier,The product title 'Phenyl Bottle' is inconsistent with the product specifications 'Quantity: 400 Tonne'.,outlier,Price Absurd,NON-RETAIL,1.0,High,Yes — Bulk unit (TONNE),Hard override: Bulk unit (TONNE) is always non-retail.,,Unverifiable,0.0,Low,,No reference price data (Median/Q3) found for this category and unit.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:16:13,143954469313,143954469313_20260511_161602,Bath Soaps,Bath Soaps,0,not_outlier,"The product specifications (quantity, weight, variant) are all relevant and consistent with the category 'Bath Soaps'.",not_outlier,The product title 'Bath Soaps' is a direct match for the category name 'Bath Soaps'.,not_outlier,The primary object 'soap bar' directly corresponds to the category name 'Bath Soaps'.,not_outlier,,not_outlier,"The product title 'Bath Soaps' is consistent with the specifications detailing quantity, variant, and weight, all pertaining to bath soaps.",outlier,Price Absurd,RETAIL,0.8,Medium,No,"Bath soaps are retail-oriented. Quantity is moderate, and marketplace signals lean towards retail, but with some wholesaler presence.",,Not-Correct,0.0,Low,"₹ 4,800.00 - ₹ 7,200.00",AI range is significantly higher than buyer's specified order value. No BL data to validate.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:16:26,143957099275,143957099275_20260511_161613,PET Jars with Silver Metal Cap,PET Jars,0,not_outlier,"The product specifications 'Capacity: 50 - 1000ml, Material: Pet' are consistent with the category 'PET Jars'.",not_outlier,The product title 'PET Jars with Silver Metal Cap' accurately matches the category name 'PET Jars'.,not_outlier,The primary object 'PET jar with silver metal cap' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,The product title 'PET Jars with Silver Metal Cap' is consistent with the product specifications detailing 'Capacity: 50 - 1000ml'.,outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,₹ 0.0 - ₹ 0.0,No reference price data available for this category and unit.,,Genuine,1.0,Low,"One enquired product, 'Pet Jars With Silver metal Cap', is the same category as the BuyLead 'PET Jars'.",
2026-05-11 16:16:37,143988744867,143988744867_20260511_161626,200 g Transparent PET Jar,PET Jars,0,not_outlier,"The product specifications, including 'Capacity: 200 g' and 'Usage: Spices Packing', are consistent with the category 'PET Jars'.",not_outlier,The product title 'Transparent PET Jar' accurately matches the category 'PET Jars'.,not_outlier,The primary object 'Plastic jar' aligns with the category 'PET Jars'.,not_outlier,,not_outlier,The product title 'Transparent PET Jar' is consistent with specifications like 'Capacity: 200 g' and 'Usage: Spices Packing'.,outlier,Price Absurd,NON-RETAIL,0.8,High,No,"Category is neutral. Quantity > 200 units for packaging leans Non-Retail, supported by high wholesaler purchase share.",,Correct,0.8,High,"₹ 25,200.00 - ₹ 32,760.00",Buyer range overlaps AI range with low deviation.,,Genuine,0.7,Medium,"2 of 5 enquiries are PET Jars (SAME CATEGORY), 2 are cosmetic bottles (ADJACENT to packaging). 3 are unrelated gels.",
2026-05-11 16:16:49,143974614146,143974614146_20260511_161637,Bath Soaps,Bath Soaps,0,not_outlier,"Product specifications are not provided, so alignment with the category name cannot be determined.",not_outlier,The product title 'Bath Soaps' directly matches the category name 'Bath Soaps'.,not_outlier,The primary object 'bath bomb' is consistent with the category name 'Bath Soaps'.,not_outlier,,not_outlier,"Product specifications are not provided, so consistency with the product title cannot be determined.",outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,,No reference price data available for this category and unit.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:17:01,143968092452,143968092452_20260511_161649,Plastic Jars for Dhoop Sticks,PET Jars,0,not_outlier,"The product specifications detailing quantity, capacity, and shape are consistent with the category name 'PET Jars'.",not_outlier,The product title 'Plastic Jars for Dhoop Sticks' is consistent with the category name 'PET Jars'.,not_outlier,The primary object 'plastic jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title 'Plastic Jars for Dhoop Sticks' is consistent with the product specifications detailing quantity, capacity, and shape.",outlier,Price Absurd,RETAIL,0.6,Medium,No,"PET Jars are generally retail-oriented. The quantity is small, and retailer purchase share is higher, indicating a retail classification.",,Unverifiable,0.0,Low,₹ 0.0 - ₹ 0.0,No reference price data for Category/Unit found in Price Match.,,Genuine,0.85,Medium,"3 of 4 enquiries (e.g., 'Plastic Jars For Dhoop Sticks') are directly related to 'PET Jars'. 'Pharma Pet Bottles' is an adjacent category.",
2026-05-11 16:17:13,143954196975,143954196975_20260511_161701,PET Jars,PET Jars,0,not_outlier,"The product specifications (Quantity, Capacity, Shape, Usage) are relevant and consistent with the 'PET Jars' category.",not_outlier,The product title 'PET Jars' clearly aligns with the category name 'PET Jars'.,not_outlier,The primary object 'PET Jar' directly matches the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title 'PET Jars' is consistent with the specifications detailing quantity, capacity, shape, and usage.",outlier,Price Absurd,RETAIL,0.8,High,No,"PET Jars are typically retail-oriented packaging. Quantity of 100 pieces aligns with retail stocking. Marketplace signals are neutral, leaning retail with slightly higher retailer purchases and NI.",,Correct,0.8,High,₹ 12.0 - ₹ 17.5,"AI range overlaps buyer range, with low deviation.",,Suspicious,0.1,Low,The enquired product 'Brass Hex Bar' is unrelated to the current BuyLead of 'PET Jars'. No prior related enquiries found.,
2026-05-11 16:17:25,143953578875,143953578875_20260511_161713,Phenyl Bottles,Phenyl Bottles,0,not_outlier,The product specifications are consistent with items found in a 'Phenyl Bottles' category.,not_outlier,The product title 'Phenyl Bottles' is consistent with the category name 'Phenyl Bottles'.,not_outlier,The primary object 'Phenyl bottle' aligns with the category 'Phenyl Bottles'.,not_outlier,,not_outlier,The product title 'Phenyl Bottles' is consistent with the provided specifications.,outlier,Price Absurd,RETAIL,0.8,High,No,Category (household cleaning) and low quantity (1 bottle) strongly suggest retail intent. Marketplace signals confirm.,,Unverifiable,0.0,Low,₹ 0.0 - ₹ 0.0,"No reference price data for this category-unit, hence unverifiable.",,Genuine,1.0,High,"All 5 previously enquired products are phenyl bottles, identical to the current BuyLead Title and Category.",
2026-05-11 16:17:37,143960149275,143960149275_20260511_161725,Empty 30 Ml PET Jar,PET Jars,0,not_outlier,Product specifications mentioning 'Jar' are consistent with the category name 'PET Jars'.,not_outlier,Product title 'Empty 30 Ml PET Jar' aligns with the category name 'PET Jars'.,not_outlier,Primary object 'Empty PET jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,"Product title 'Empty 30 Ml PET Jar' aligns with product specifications mentioning 'Jar, Quantity: 50 Jar'.",outlier,Price Absurd,RETAIL,0.8,High,No,Category nature is neutral; quantity is moderate; strong retailer purchase signal.,,Unverifiable,0.0,Low,₹ 0.0 - ₹ 0.0,No reference price data (median/Q3) for this category-unit.,,Genuine,1.0,Low,"The buyer's only prior enquiry, 'Empty 30 Ml Pet Jar', is directly related to the current BuyLead's 'Empty 30 Ml PET Jar' in the 'PET Jars' category.",
